Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Amount,Merchant_Category,City,Payment_Method,Is_Fraud
T01673,C8117,2025-02-27,Transfer,81.06,Electronics,Peshawar,ATM,0
T01674,C3989,2025-12-01,Deposit,149.89,Electronics,Islamabad,Credit Card,0
T01675,C7228,2025-07-02,Payment,15.69,Food,Peshawar,Debit Card,0
T01676,C7471,2025-12-03,Transfer,382.41,Utilities,Karachi,ATM,0
T01677,C3863,2025-01-26,Transfer,106.67,Utilities,Karachi,Debit Card,0
T01678,C2177,2025-03-18,Deposit,241.15,Healthcare,Islamabad,Credit Card,0
T01679,C5760,2025-08-05,Deposit,229.3,Electronics,Karachi,Debit Card,0
T01680,C1011,2025-11-24,Withdrawal,225.56,Utilities,Lahore,Debit Card,0
T01681,C6252,2025-11-21,Transfer,141.42,Healthcare,Peshawar,Credit Card,0
T01682,C5399,2025-09-19,Withdrawal,65.01,Electronics,Faisalabad,ATM,0
T01683,C9234,2025-01-23,Withdrawal,196.22,Utilities,Faisalabad,Credit Card,0
T01684,C6445,2025-09-01,Deposit,652.94,Utilities,Faisalabad,ATM,0
T01685,C7570,2025-06-07,Deposit,359.09,Healthcare,Islamabad,ATM,0
T01686,C9212,2025-07-25,Withdrawal,23.03,Travel,Faisalabad,Online Banking,0
T01687,C1406,2025-11-06,Transfer,4.69,Healthcare,Peshawar,Debit Card,0
T01688,C5431,2025-03-28,Transfer,138.22,Food,Karachi,ATM,0
T01689,C6243,2025-09-24,Withdrawal,299.07,Travel,Lahore,ATM,0
T01690,C7542,2025-05-14,Payment,75.35,Travel,Faisalabad,Credit Card,0
T01691,C7936,2025-09-24,Payment,241.62,Utilities,Faisalabad,ATM,0
T01692,C9906,2025-11-29,Deposit,537.42,Retail,Faisalabad,ATM,0
T01693,C5146,2025-09-25,Transfer,122.86,Retail,Lahore,Credit Card,0
T01694,C1140,2025-02-22,Withdrawal,55.99,Food,Peshawar,ATM,0
T01695,C5882,2025-04-09,Withdrawal,499.62,Electronics,Faisalabad,Debit Card,0
T01696,C7012,2025-09-04,Transfer,127.83,Utilities,Karachi,Debit Card,0
T01697,C1963,2025-02-05,Deposit,104.8,Food,Islamabad,Credit Card,0
T01698,C8151,2025-01-28,Deposit,87.19,Travel,Lahore,ATM,0
T01699,C9564,2025-08-08,Payment,109.99,Utilities,Peshawar,Debit Card,0
T01700,C4610,2025-04-12,Transfer,223.96,Travel,Karachi,Online Banking,0
T01701,C7894,2025-09-20,Transfer,113.73,Food,Lahore,Credit Card,0
T01702,C8311,2025-09-28,Withdrawal,78.38,Retail,Lahore,Credit Card,0
T01703,C1105,2025-08-12,Transfer,272.23,Food,Islamabad,Debit Card,0
T01704,C6539,2025-05-19,Payment,45.37,Healthcare,Islamabad,Credit Card,0
T01705,C7787,2025-10-07,Transfer,45.11,Utilities,Peshawar,ATM,0
T01706,C3137,2025-10-13,Withdrawal,238.43,Utilities,Faisalabad,Debit Card,0
T01707,C5445,2025-09-07,Payment,403.04,Electronics,Islamabad,Online Banking,0
T01708,C4530,2025-11-18,Withdrawal,55.21,Retail,Peshawar,ATM,0
T01709,C2286,2025-11-13,Transfer,42.42,Utilities,Lahore,Online Banking,0
T01710,C8052,2025-03-19,Deposit,221.92,Retail,Faisalabad,Online Banking,0
T01711,C4654,2025-10-24,Transfer,193.94,Utilities,Karachi,Credit Card,0
T01712,C8102,2025-12-04,Transfer,118.57,Retail,Lahore,Online Banking,0
T01713,C3359,2025-11-03,Withdrawal,20.15,Healthcare,Peshawar,ATM,0
T01714,C9105,2025-12-17,Deposit,19.25,Food,Karachi,Debit Card,0
T01715,C9636,2025-01-13,Transfer,300.42,Retail,Lahore,Debit Card,0
T01716,C7441,2025-12-12,Payment,120.21,Travel,Islamabad,Online Banking,0
T01717,C6047,2025-03-23,Payment,390.34,Healthcare,Peshawar,Online Banking,0
T01718,C9227,2025-01-09,Withdrawal,171.01,Food,Karachi,Debit Card,0
T01719,C6203,2025-08-01,Withdrawal,192.85,Utilities,Islamabad,Online Banking,0
T01720,C2798,2025-02-17,Deposit,544.21,Utilities,Karachi,ATM,0
T01721,C6291,2025-02-18,Withdrawal,35.97,Electronics,Faisalabad,Online Banking,0
T01722,C6495,2025-11-05,Deposit,156.62,Healthcare,Faisalabad,Online Banking,0
T01723,C7284,2025-02-09,Transfer,11.98,Travel,Peshawar,ATM,0
T01724,C8285,2025-12-29,Payment,88.92,Healthcare,Karachi,Debit Card,0
T01725,C2300,2025-10-07,Payment,32.06,Electronics,Faisalabad,Debit Card,0
T01726,C7869,2025-08-14,Payment,41.61,Healthcare,Lahore,Online Banking,0
T01727,C4097,2025-04-18,Withdrawal,546.04,Food,Lahore,Debit Card,0
T01728,C5616,2025-09-02,Withdrawal,188.67,Electronics,Faisalabad,ATM,0
T01729,C1009,2025-09-12,Transfer,445.42,Food,Faisalabad,Online Banking,0
T01730,C6752,2025-02-02,Withdrawal,117.22,Electronics,Peshawar,Online Banking,0
T01731,C7295,2025-01-23,Deposit,182.08,Retail,Peshawar,Online Banking,0
T01732,C5815,2025-11-29,Payment,6.52,Food,Lahore,Credit Card,0
T01733,C2072,2025-02-23,Transfer,126.79,Food,Islamabad,Credit Card,0
T01734,C4225,2025-11-05,Deposit,166.05,Retail,Karachi,ATM,0
T01735,C2316,2025-02-18,Deposit,3.38,Retail,Islamabad,Online Banking,0
T01736,C6699,2025-03-19,Withdrawal,311.64,Travel,Peshawar,ATM,0
T01737,C7807,2025-12-02,Withdrawal,70.03,Retail,Islamabad,Credit Card,0
T01738,C7674,2025-12-24,Payment,120.47,Electronics,Peshawar,Online Banking,0
T01739,C4683,2025-05-02,Transfer,153.41,Retail,Islamabad,Credit Card,0
T01740,C8227,2025-12-25,Deposit,970.65,Retail,Lahore,Online Banking,0
T01741,C4273,2025-03-31,Withdrawal,20.89,Food,Peshawar,ATM,0
T01742,C8000,2025-12-12,Withdrawal,162.06,Food,Lahore,ATM,0
T01743,C1145,2025-07-12,Transfer,151.26,Healthcare,Islamabad,ATM,0
T01744,C6010,2025-09-01,Transfer,14.28,Retail,Faisalabad,Credit Card,0
T01745,C4040,2025-05-29,Withdrawal,200.99,Travel,Faisalabad,ATM,0
T01746,C1482,2025-05-26,Withdrawal,67.61,Food,Karachi,Debit Card,0
T01747,C4179,2025-11-12,Payment,21.91,Electronics,Faisalabad,Debit Card,0
T01748,C2249,2025-05-21,Transfer,39.36,Healthcare,Karachi,ATM,0
T01749,C1630,2025-10-13,Deposit,347.0,Electronics,Islamabad,ATM,0
T01750,C9853,2025-12-05,Withdrawal,21.99,Retail,Karachi,Credit Card,0
T01751,C3852,2025-04-21,Withdrawal,125.82,Retail,Karachi,Online Banking,0
T01752,C1987,2025-04-18,Withdrawal,43.45,Travel,Karachi,Credit Card,0
T01753,C8622,2025-10-08,Withdrawal,35.42,Retail,Lahore,Credit Card,0
T01754,C8327,2025-02-19,Payment,46.06,Healthcare,Karachi,ATM,0
T01755,C9841,2025-01-14,Transfer,135.76,Utilities,Peshawar,Debit Card,0
T01756,C2100,2025-05-14,Withdrawal,54.31,Utilities,Islamabad,Debit Card,0
T01757,C7652,2025-03-17,Transfer,20.35,Retail,Lahore,Debit Card,0
T01758,C9632,2025-03-25,Deposit,323.29,Healthcare,Peshawar,Credit Card,0
T01759,C8421,2025-12-09,Deposit,155.23,Utilities,Islamabad,Debit Card,0
T01760,C6016,2025-06-07,Deposit,34.12,Electronics,Lahore,Debit Card,0
T01761,C1769,2025-10-13,Deposit,127.52,Healthcare,Islamabad,ATM,0
T01762,C2343,2025-11-10,Transfer,14.16,Healthcare,Faisalabad,Debit Card,0
T01763,C5358,2025-04-04,Deposit,173.7,Retail,Islamabad,Online Banking,0
T01764,C7780,2025-10-24,Deposit,83.2,Electronics,Faisalabad,ATM,0
T01765,C7602,2025-04-04,Withdrawal,21.86,Electronics,Faisalabad,Online Banking,0
T01766,C3349,2025-02-26,Withdrawal,40.58,Utilities,Islamabad,Credit Card,0
T01767,C6699,2025-06-13,Withdrawal,84.84,Travel,Faisalabad,Debit Card,0
T01768,C2241,2025-11-16,Payment,328.4,Electronics,Lahore,Credit Card,0
T01769,C2125,2025-04-08,Withdrawal,38.17,Utilities,Faisalabad,Credit Card,0
T01770,C7764,2025-01-16,Deposit,23.23,Travel,Karachi,Debit Card,0
T01771,C6101,2025-12-10,Transfer,145.11,Healthcare,Lahore,ATM,0
T01772,C8843,2025-03-19,Deposit,163.6,Utilities,Lahore,Credit Card,0
T01773,C1072,2025-12-12,Transfer,18.92,Utilities,Lahore,Debit Card,0
T01774,C6472,2025-03-13,Deposit,66.95,Retail,Karachi,Debit Card,0
T01775,C6189,2025-09-27,Payment,60.97,Healthcare,Karachi,Online Banking,0
T01776,C3472,2025-10-14,Withdrawal,41.21,Healthcare,Karachi,Credit Card,0
T01777,C1707,2025-03-07,Deposit,75.85,Food,Karachi,Credit Card,0
T01778,C2804,2025-03-09,Withdrawal,7.56,Travel,Karachi,Debit Card,0
T01779,C7704,2025-07-12,Payment,210.85,Utilities,Peshawar,Online Banking,0
T01780,C4713,2025-02-24,Payment,892.86,Electronics,Peshawar,ATM,0
T01781,C6051,2025-06-17,Withdrawal,201.05,Electronics,Karachi,Online Banking,0
T01782,C3475,2025-01-25,Withdrawal,89.59,Food,Lahore,Credit Card,0
T01783,C4610,2025-05-11,Transfer,220.47,Travel,Faisalabad,Online Banking,0
T01784,C5255,2025-11-21,Withdrawal,169.5,Retail,Faisalabad,Credit Card,0
T01785,C8397,2025-04-12,Withdrawal,375.15,Travel,Peshawar,ATM,0
T01786,C2735,2025-10-09,Transfer,194.51,Electronics,Karachi,Credit Card,0
T01787,C9258,2025-10-23,Deposit,201.07,Electronics,Islamabad,ATM,0
T01788,C8979,2025-10-21,Transfer,50.12,Retail,Faisalabad,ATM,0
T01789,C3428,2025-09-20,Deposit,107.44,Retail,Faisalabad,ATM,0
T01790,C8426,2025-04-30,Deposit,84.45,Electronics,Lahore,Online Banking,0
T01791,C9533,2025-08-19,Deposit,2.3,Utilities,Faisalabad,ATM,0
T01792,C6249,2025-10-18,Transfer,75.17,Utilities,Peshawar,Debit Card,0
T01793,C6291,2025-06-10,Transfer,133.13,Retail,Karachi,Credit Card,0
T01794,C3817,2025-06-10,Payment,183.18,Healthcare,Karachi,Credit Card,0
T01795,C4874,2025-03-19,Deposit,545.35,Utilities,Faisalabad,Credit Card,0
T01796,C5211,2025-02-07,Transfer,54.65,Retail,Islamabad,Credit Card,0
T01797,C1661,2025-01-28,Payment,33.08,Travel,Peshawar,ATM,0
T01798,C4374,2025-04-10,Deposit,407.19,Travel,Faisalabad,Online Banking,0
T01799,C1207,2025-10-21,Transfer,568.94,Travel,Peshawar,Online Banking,0
T01800,C3665,2025-05-04,Transfer,133.87,Retail,Islamabad,Online Banking,0
T01801,C3493,2025-04-02,Transfer,24.48,Retail,Peshawar,Online Banking,0
T01802,C7813,2025-09-12,Withdrawal,132.87,Utilities,Peshawar,Credit Card,0
T01803,C1632,2025-04-07,Payment,23.18,Utilities,Peshawar,Debit Card,0
T01804,C4083,2025-01-06,Transfer,429.43,Utilities,Karachi,Debit Card,0
T01805,C4719,2025-06-18,Withdrawal,246.3,Food,Islamabad,Online Banking,0
T01806,C8123,2025-09-28,Payment,55.19,Retail,Karachi,Credit Card,0
T01807,C2679,2025-04-18,Payment,435.53,Healthcare,Lahore,ATM,0
T01808,C1236,2025-10-26,Withdrawal,203.17,Travel,Faisalabad,Online Banking,0
T01809,C8446,2025-02-16,Payment,612.65,Travel,Karachi,ATM,0
T01810,C5443,2025-04-09,Withdrawal,787.26,Food,Peshawar,ATM,0
T01811,C7770,2025-01-14,Deposit,0.66,Food,Lahore,ATM,0
T01812,C7099,2025-07-13,Transfer,25.62,Travel,Islamabad,Debit Card,0
T01813,C9555,2025-06-06,Withdrawal,158.34,Retail,Islamabad,Online Banking,0
T01814,C3368,2025-06-03,Payment,624.05,Travel,Karachi,Credit Card,0
T01815,C1285,2025-04-25,Payment,1031.14,Travel,Peshawar,Credit Card,0
T01816,C1148,2025-09-15,Deposit,167.59,Healthcare,Peshawar,Credit Card,0
T01817,C5037,2025-05-25,Deposit,38.18,Food,Islamabad,Online Banking,0
T01818,C7549,2025-10-18,Deposit,35.6,Food,Peshawar,Debit Card,0
T01819,C8121,2025-01-10,Deposit,288.66,Utilities,Faisalabad,ATM,0
T01820,C5895,2025-08-02,Deposit,179.27,Food,Karachi,Credit Card,0
T01821,C6280,2025-08-21,Transfer,159.16,Healthcare,Karachi,Debit Card,0
T01822,C2012,2025-06-20,Withdrawal,125.38,Healthcare,Peshawar,ATM,0
T01823,C3785,2025-01-21,Deposit,258.29,Travel,Islamabad,ATM,0
T01824,C4725,2025-01-15,Deposit,390.46,Healthcare,Faisalabad,Debit Card,0
T01825,C5576,2025-05-06,Transfer,72.18,Utilities,Faisalabad,Online Banking,0
T01826,C6782,2025-12-07,Withdrawal,49.93,Travel,Faisalabad,Online Banking,0
T01827,C7257,2025-12-07,Deposit,221.85,Retail,Lahore,Debit Card,0
T01828,C3408,2025-08-01,Withdrawal,492.39,Retail,Peshawar,ATM,0
T01829,C1340,2025-07-07,Withdrawal,85.59,Food,Faisalabad,Credit Card,0
T01830,C3817,2025-06-21,Transfer,63.61,Utilities,Peshawar,Credit Card,0
T01831,C3496,2025-09-04,Transfer,51.27,Healthcare,Islamabad,Online Banking,0
T01832,C6962,2025-01-05,Deposit,58.74,Electronics,Islamabad,Credit Card,0
T01833,C6299,2025-08-19,Payment,28.99,Retail,Islamabad,ATM,0
T01834,C8574,2025-07-20,Transfer,181.65,Healthcare,Lahore,Debit Card,0
T01835,C2689,2025-05-29,Withdrawal,65.93,Retail,Islamabad,ATM,0
T01836,C4267,2025-03-13,Withdrawal,190.87,Retail,Peshawar,Credit Card,0
T01837,C5406,2025-08-14,Deposit,17.34,Retail,Karachi,ATM,0
T01838,C9453,2025-03-15,Deposit,24.54,Food,Karachi,Online Banking,0
T01839,C2442,2025-11-03,Deposit,153.64,Utilities,Peshawar,Debit Card,0
T01840,C9597,2025-06-18,Withdrawal,143.3,Retail,Karachi,Debit Card,0
T01841,C5437,2025-09-06,Transfer,63.36,Healthcare,Faisalabad,Credit Card,0
T01842,C6435,2025-10-07,Payment,351.04,Healthcare,Karachi,Credit Card,0
T01843,C9435,2025-06-01,Transfer,41.42,Food,Lahore,ATM,0
T01844,C5107,2025-08-12,Payment,89.46,Utilities,Islamabad,ATM,0
T01845,C1560,2025-08-13,Transfer,162.17,Utilities,Karachi,Debit Card,0
T01846,C9785,2025-02-07,Deposit,403.8,Electronics,Karachi,Online Banking,0
T01847,C6548,2025-02-13,Withdrawal,108.45,Travel,Lahore,Online Banking,0
T01848,C2826,2025-07-04,Payment,101.7,Retail,Lahore,Credit Card,0
T01849,C8629,2025-08-29,Transfer,173.28,Food,Karachi,Online Banking,0
T01850,C9325,2025-11-27,Withdrawal,76.16,Utilities,Faisalabad,Debit Card,0
T01851,C4138,2025-12-17,Payment,247.01,Electronics,Karachi,Online Banking,0
T01852,C8693,2025-07-29,Payment,57.19,Travel,Faisalabad,Debit Card,0
T01853,C9264,2025-01-23,Withdrawal,346.54,Utilities,Islamabad,Credit Card,0
T01854,C8842,2025-05-04,Deposit,63.59,Utilities,Peshawar,ATM,0
T01855,C7721,2025-03-27,Withdrawal,984.01,Retail,Islamabad,Online Banking,0
T01856,C8002,2025-02-12,Deposit,76.09,Travel,Karachi,Debit Card,0
T01857,C5225,2025-02-09,Transfer,422.11,Travel,Karachi,Credit Card,0
T01858,C3978,2025-10-30,Transfer,101.29,Food,Faisalabad,Debit Card,0
T01859,C8373,2025-06-18,Withdrawal,56.49,Electronics,Lahore,Online Banking,0
T01860,C6907,2025-06-24,Deposit,51.28,Healthcare,Faisalabad,Debit Card,0
T01861,C7097,2025-01-20,Transfer,379.68,Food,Lahore,Credit Card,0
T01862,C6656,2025-04-19,Deposit,73.85,Electronics,Lahore,Credit Card,0
T01863,C9984,2025-07-12,Deposit,82.67,Food,Lahore,ATM,0
T01864,C5259,2025-09-01,Deposit,43.88,Electronics,Lahore,ATM,0
T01865,C9286,2025-11-20,Withdrawal,650.51,Healthcare,Karachi,Online Banking,0
T01866,C6901,2025-10-07,Deposit,56.14,Retail,Peshawar,Credit Card,0
T01867,C5917,2025-08-16,Withdrawal,56.86,Electronics,Peshawar,Online Banking,0
T01868,C9429,2025-02-05,Transfer,576.12,Healthcare,Islamabad,Credit Card,0
T01869,C3530,2025-02-14,Transfer,462.32,Food,Islamabad,Online Banking,0
T01870,C2960,2025-01-28,Payment,57.25,Travel,Islamabad,Credit Card,0
T01871,C8045,2025-06-03,Payment,400.09,Utilities,Faisalabad,Online Banking,0
T01872,C2048,2025-01-23,Transfer,57.49,Healthcare,Islamabad,Debit Card,0
T01873,C6772,2025-07-26,Deposit,17.65,Healthcare,Islamabad,ATM,0
T01874,C3529,2025-04-01,Deposit,343.36,Healthcare,Islamabad,Debit Card,0
T01875,C3964,2025-12-25,Transfer,295.29,Electronics,Karachi,ATM,0
T01876,C8137,2025-02-07,Transfer,69.82,Electronics,Islamabad,Online Banking,0
T01877,C1963,2025-08-16,Payment,18.89,Travel,Peshawar,Credit Card,0
T01878,C1536,2025-07-21,Deposit,46.24,Retail,Karachi,Credit Card,0
T01879,C8340,2025-12-16,Transfer,294.86,Food,Lahore,Online Banking,0
T01880,C8179,2025-11-05,Payment,669.05,Retail,Faisalabad,Credit Card,0
T01881,C8967,2025-09-11,Payment,59.95,Electronics,Karachi,Online Banking,0
T01882,C9734,2025-02-07,Deposit,341.03,Electronics,Karachi,Debit Card,0
T01883,C1845,2025-08-09,Payment,51.74,Healthcare,Peshawar,Online Banking,0
T01884,C6777,2025-07-06,Payment,227.64,Healthcare,Islamabad,Credit Card,0
T01885,C4036,2025-02-12,Withdrawal,17.46,Retail,Lahore,Credit Card,0
T01886,C6947,2025-12-25,Transfer,176.04,Food,Peshawar,Online Banking,0
T01887,C3494,2025-04-24,Deposit,62.72,Electronics,Peshawar,Online Banking,0
T01888,C3719,2025-09-17,Transfer,520.32,Electronics,Karachi,Online Banking,0
T01889,C2884,2025-01-05,Withdrawal,68.43,Retail,Lahore,Online Banking,0
T01890,C5349,2025-03-09,Deposit,101.65,Utilities,Peshawar,ATM,0
T01891,C6179,2025-08-16,Transfer,367.37,Healthcare,Faisalabad,ATM,0
T01892,C7610,2025-05-03,Payment,115.35,Travel,Faisalabad,Debit Card,0
T01893,C7430,2025-06-22,Deposit,54.47,Electronics,Peshawar,ATM,0
T01894,C8154,2025-12-02,Withdrawal,158.61,Food,Karachi,Credit Card,0
T01895,C7488,2025-06-02,Payment,366.51,Utilities,Faisalabad,ATM,0
T01896,C5737,2025-09-24,Withdrawal,113.54,Retail,Karachi,ATM,0
T01897,C7525,2025-06-06,Payment,28.52,Retail,Islamabad,Credit Card,0
T01898,C4850,2025-06-11,Transfer,96.61,Food,Islamabad,ATM,0
T01899,C1689,2025-08-02,Transfer,617.9,Healthcare,Karachi,Online Banking,0
T01900,C6175,2025-01-26,Transfer,14.95,Healthcare,Peshawar,ATM,0
T01901,C9648,2025-10-19,Withdrawal,105.0,Utilities,Islamabad,ATM,0
T01902,C6078,2025-07-08,Deposit,208.84,Food,Islamabad,ATM,0
T01903,C6448,2025-05-02,Transfer,16.35,Electronics,Faisalabad,Online Banking,0
T01904,C2179,2025-08-18,Withdrawal,84.61,Utilities,Peshawar,Online Banking,0
T01905,C7406,2025-02-28,Payment,564.62,Travel,Karachi,Debit Card,0
T01906,C9591,2025-04-06,Transfer,6.22,Travel,Islamabad,Debit Card,0
T01907,C7907,2025-09-19,Payment,278.66,Food,Peshawar,Online Banking,0
T01908,C9800,2025-12-20,Transfer,368.24,Travel,Islamabad,Credit Card,0
T01909,C2638,2025-11-08,Payment,64.89,Food,Faisalabad,Debit Card,0
T01910,C6671,2025-05-16,Withdrawal,48.34,Electronics,Peshawar,ATM,0
T01911,C7928,2025-12-16,Transfer,492.6,Healthcare,Lahore,ATM,0
T01912,C2382,2025-10-10,Withdrawal,288.79,Electronics,Faisalabad,ATM,0
T01913,C2403,2025-04-30,Withdrawal,24.07,Food,Karachi,Credit Card,0
T01914,C4292,2025-01-25,Payment,47.7,Electronics,Peshawar,Debit Card,0
T01915,C1419,2025-12-08,Transfer,194.23,Travel,Islamabad,Online Banking,0
T01916,C5517,2025-05-26,Deposit,108.74,Electronics,Peshawar,Online Banking,0
T01917,C4302,2025-01-12,Deposit,140.31,Travel,Karachi,Credit Card,0
T01918,C8857,2025-03-28,Withdrawal,605.41,Healthcare,Peshawar,Online Banking,0
T01919,C8870,2025-04-19,Payment,109.03,Healthcare,Islamabad,Credit Card,0
T01920,C6693,2025-12-11,Payment,426.88,Travel,Faisalabad,Online Banking,0
T01921,C1767,2025-09-23,Payment,216.2,Retail,Faisalabad,Online Banking,0
T01922,C3044,2025-08-10,Transfer,25.94,Electronics,Islamabad,Credit Card,0
T01923,C2549,2025-03-15,Transfer,272.91,Electronics,Lahore,Online Banking,0
T01924,C7140,2025-11-29,Payment,146.88,Food,Lahore,Debit Card,0
T01925,C4716,2025-11-06,Deposit,51.0,Food,Faisalabad,Online Banking,0
T01926,C5481,2025-04-12,Deposit,68.37,Utilities,Karachi,ATM,0
T01927,C8898,2025-05-17,Transfer,162.99,Travel,Peshawar,Credit Card,0
T01928,C7548,2025-07-10,Payment,184.11,Healthcare,Islamabad,Online Banking,0
T01929,C3293,2025-05-22,Deposit,689.51,Healthcare,Karachi,Debit Card,0
T01930,C5837,2025-12-23,Deposit,385.82,Retail,Peshawar,Online Banking,0
T01931,C8758,2025-03-14,Transfer,46.09,Travel,Faisalabad,Online Banking,0
T01932,C7793,2025-11-24,Transfer,297.44,Electronics,Islamabad,ATM,0
T01933,C8638,2025-06-16,Deposit,1.67,Utilities,Karachi,Debit Card,0
T01934,C8993,2025-06-17,Payment,27.81,Travel,Peshawar,Online Banking,0
T01935,C7007,2025-02-23,Deposit,44.55,Utilities,Faisalabad,Online Banking,0
T01936,C6542,2025-09-16,Deposit,181.86,Travel,Faisalabad,ATM,0
T01937,C7356,2025-04-21,Payment,43.3,Electronics,Peshawar,Credit Card,0
T01938,C9433,2025-08-20,Transfer,90.91,Electronics,Lahore,Credit Card,0
T01939,C8380,2025-06-10,Payment,55.62,Travel,Lahore,Credit Card,0
T01940,C3385,2025-12-18,Payment,82.32,Healthcare,Peshawar,ATM,0
T01941,C5268,2025-11-23,Payment,571.03,Healthcare,Peshawar,Credit Card,0
T01942,C1671,2025-01-19,Payment,1188.64,Retail,Peshawar,Debit Card,0
T01943,C1163,2025-10-17,Transfer,231.5,Electronics,Faisalabad,Credit Card,0
T01944,C9656,2025-02-19,Deposit,169.87,Food,Islamabad,Credit Card,0
T01945,C5592,2025-06-24,Withdrawal,246.51,Retail,Faisalabad,Online Banking,0
T01946,C5795,2025-10-29,Transfer,295.38,Travel,Faisalabad,Debit Card,0
T01947,C5798,2025-07-03,Payment,268.66,Retail,Lahore,ATM,0
T01948,C7036,2025-07-04,Deposit,17.09,Food,Peshawar,Debit Card,0
T01949,C3355,2025-12-05,Deposit,74.3,Electronics,Faisalabad,Credit Card,0
T01950,C6887,2025-11-03,Payment,84.15,Electronics,Faisalabad,Online Banking,0
T01951,C8961,2025-11-06,Transfer,92.17,Healthcare,Peshawar,ATM,0
T01952,C6827,2025-12-12,Payment,84.41,Electronics,Islamabad,Debit Card,0
T01953,C9737,2025-03-22,Deposit,309.38,Healthcare,Lahore,Debit Card,0
T01954,C5719,2025-06-05,Deposit,275.35,Food,Karachi,Credit Card,0
T01955,C1593,2025-10-02,Transfer,0.92,Retail,Faisalabad,Credit Card,0
T01956,C5839,2025-10-10,Withdrawal,70.3,Travel,Islamabad,ATM,0
T01957,C8394,2025-09-06,Payment,195.45,Travel,Karachi,Credit Card,0
T01958,C4493,2025-05-27,Withdrawal,25.63,Retail,Peshawar,Online Banking,0
T01959,C7164,2025-01-07,Deposit,14.77,Electronics,Karachi,ATM,0
T01960,C3672,2025-06-06,Withdrawal,352.52,Healthcare,Peshawar,Credit Card,0
T01961,C5200,2025-06-20,Payment,120.55,Travel,Islamabad,ATM,0
T01962,C1016,2025-03-10,Payment,387.15,Electronics,Karachi,Debit Card,0
T01963,C4191,2025-04-04,Deposit,346.95,Utilities,Lahore,ATM,0
T01964,C1392,2025-12-29,Transfer,447.68,Utilities,Islamabad,Debit Card,0
T01965,C9616,2025-07-05,Transfer,9.9,Travel,Karachi,ATM,0
T01966,C7272,2025-06-19,Deposit,41.19,Retail,Faisalabad,Credit Card,0
T01967,C1571,2025-07-23,Payment,70.24,Retail,Karachi,Debit Card,0
T01968,C4631,2025-02-11,Transfer,29.29,Retail,Karachi,ATM,0
T01969,C7172,2025-01-13,Withdrawal,132.9,Electronics,Lahore,Online Banking,0
T01970,C8177,2025-06-03,Deposit,320.87,Utilities,Islamabad,Credit Card,0
T01971,C9433,2025-10-01,Withdrawal,603.93,Electronics,Faisalabad,ATM,0
T01972,C4897,2025-10-25,Payment,440.68,Food,Islamabad,ATM,0
T01973,C9123,2025-02-20,Transfer,122.25,Food,Islamabad,Debit Card,0
T01974,C3279,2025-07-31,Payment,202.39,Travel,Faisalabad,Debit Card,0
T01975,C9980,2025-05-24,Withdrawal,52.45,Food,Faisalabad,Credit Card,0
T01976,C8451,2025-12-23,Payment,103.17,Retail,Lahore,Debit Card,0
T01977,C9906,2025-01-03,Payment,409.87,Travel,Peshawar,ATM,0
T01978,C1775,2025-09-11,Deposit,5.93,Utilities,Lahore,ATM,0
T01979,C7869,2025-12-01,Deposit,152.18,Healthcare,Faisalabad,Debit Card,0
T01980,C3247,2025-09-13,Payment,412.4,Utilities,Karachi,Credit Card,0
T01981,C8088,2025-04-08,Deposit,26.02,Food,Karachi,Online Banking,0
T01982,C1078,2025-06-22,Payment,809.64,Food,Islamabad,ATM,0
T01983,C9080,2025-05-30,Withdrawal,2.49,Utilities,Islamabad,ATM,0
T01984,C8099,2025-10-06,Deposit,434.52,Food,Peshawar,Debit Card,0
T01985,C4926,2025-02-28,Payment,87.29,Food,Peshawar,Online Banking,0
T01986,C8340,2025-04-23,Deposit,28.47,Electronics,Peshawar,ATM,0
T01987,C8083,2025-11-20,Payment,34.24,Healthcare,Peshawar,Online Banking,0
T01988,C7230,2025-08-31,Deposit,241.58,Healthcare,Karachi,Online Banking,0
T01989,C5940,2025-11-06,Transfer,409.15,Utilities,Faisalabad,ATM,0
T01990,C4271,2025-02-26,Payment,204.92,Utilities,Peshawar,Online Banking,0
T01991,C4456,2025-03-01,Transfer,528.24,Food,Lahore,Online Banking,0
T01992,C8788,2025-11-25,Payment,369.64,Retail,Peshawar,Debit Card,0
T01993,C9599,2025-08-04,Transfer,1.81,Electronics,Karachi,Debit Card,0
T01994,C8650,2025-08-21,Payment,221.39,Retail,Islamabad,Online Banking,0
T01995,C3711,2025-02-24,Deposit,72.66,Food,Lahore,Credit Card,0
T01996,C2668,2025-07-27,Transfer,121.21,Utilities,Peshawar,Online Banking,0
T01997,C1147,2025-03-04,Deposit,19.75,Retail,Karachi,ATM,0
T01998,C7420,2025-07-03,Payment,66.28,Healthcare,Islamabad,Credit Card,0
T01999,C1365,2025-11-07,Deposit,200.31,Travel,Peshawar,Debit Card,0
T02000,C5531,2025-10-08,Payment,49.28,Retail,Karachi,Credit Card,0
T02001,C6330,2025-01-26,Deposit,208.56,Utilities,Karachi,Debit Card,0
T02002,C6510,2025-06-26,Transfer,512.87,Healthcare,Faisalabad,Credit Card,0
T02003,C9754,2025-03-04,Payment,0.99,Food,Karachi,Online Banking,0
